time,value
254,-0.6264529415570628
255,-0.05951790180199168
256,0.8649653996948503
257,-0.07399287123221415
258,0.5493841532108072
259,0.7616055278604268
260,-0.04329819896240056
261,0.4352326957033212
262,-1.111972205662161
263,0.03886234558822155
264,0.4657894390106443
265,0.007719396735813899
266,1.48577541416242
267,-0.009215728005650625
268,0.5203536466039568
269,0.8384165534287071
270,1.5244210710846788
271,0.11458247026432
272,1.4407436909339766
273,0.8887791572744287
274,0.41520041678448716
275,1.1570341799402626
276,1.0432255172308398
277,0.6589417097937789
278,1.0069085438899854
279,0.7898785434441298
280,1.0473660283204944
281,1.327268704284355
282,1.7923177968205937
283,0.38100990801697854
284,2.064543340044495
285,0.01759720137151166
286,0.9108794167568217
287,1.2715950146489705
288,1.1061537104167938
289,0.6401157402450505
290,0.8308339303460454
291,0.6694873928097228
292,0.6001087936683976
293,1.2961590207202636
294,1.024254574125457
295,0.471566965824367
296,1.2380520050919417
297,0.9101619120795457
298,1.1293124089314561
299,1.0022581414400653
300,0.23579033469608068
301,0.331416058800456
302,0.944843672221618
303,0.8346445984371967
304,0.47594789187172404
305,0.5007858602309304
306,1.0355730210248244
307,0.05458163845243946
308,0.5766670473307212
309,0.15401541637322563
310,0.09762688032418645
311,0.7066955861003553
312,0.5204618267934572
313,0.4646856344787141
314,0.6607025873631001
315,-0.03152243190246127
316,0.24906963541980032
317,-0.2966930067718436
318,-0.028775405129968318
319,-0.30475201440089944
320,-0.2394053341687062
321,-0.03782802504010452
322,-0.7911817588007454
323,0.6184123207972857
324,-0.9754306771483172
325,-1.1229761532119755
326,0.021003165463254536
327,-0.20299650872376918
328,-0.32604677382187264
329,-0.36161781997218684
330,-0.7179087287925804
331,-1.1946282032115525
332,-0.7404497994374353
333,-1.1473385205176065
334,-0.3495819113108712
335,-0.9369621635589749
336,-1.3003156319777602
337,-1.070175059833622
338,-0.7226582855965575
339,-1.2283058367101964
340,-1.3725076896627726
341,-0.8521048246613845
342,-0.861581719527282
343,-1.2451935174199544
344,-1.2324192188507574
345,-0.883561502680399
346,-1.7238166018216732
347,-1.7011953625698584
348,-1.3518814910968509
349,-1.0920977299314438
350,-0.8201722226691552
351,-0.22576119146855
352,-0.5200146863171142
353,-1.0118473437785023
354,-0.9220905537425289
355,-1.392270522243758
356,-0.8764587474817763
357,-0.9855602846878291
358,-0.6517978314924416
359,-1.1966662605762601
360,-0.49131398965109
361,0.04932282876836702
362,-0.7356938397839288
363,-0.4430221127360686
364,-0.25976082655072785
365,-0.7648861399047734
366,-0.4102623487215232
367,-0.47273957543969863
368,-0.38572757279747766
369,-0.7755141725031487
370,-0.33022553134014115
371,-0.04609678755536892
372,0.47859814216089996
373,0.2814013282804004
374,0.9275922029415794
375,-0.4830653283428729
376,0.38662467748197166
377,0.09211508131582206
378,1.145324154415651
379,-0.30387387597048476
380,-0.2699837114274357
381,-0.10059178507281286
382,-0.8141136541719436
383,0.03306691102594389
384,-0.03625140195695026
385,0.4650242204844824
386,0.6062433482614729
387,1.4179006264403153
388,0.9982776842507246
389,0.2765571036463154
390,0.15633253404542208
391,0.8905168593997097
392,0.021847016557814514
393,1.6333947955266084
394,1.3412934757127941
395,0.5490150499260029
396,-0.04289352703833338
397,1.5186470255278848
398,0.8103741780153602
399,1.510316860433599
400,0.11573142133044412
401,0.6325123978573787
402,0.9517464035069861
403,0.9871671777542875
404,0.7507877820273545
405,1.296950077738869
406,0.45895619114460995
407,0.9263365586042076
408,1.0599407159986187
409,1.256779954631579
410,1.3526372333232441
411,0.42928644968968355
412,0.216849609250805
413,1.612585050250023
414,1.1273097304919113
415,0.571913160172594
416,1.7043712218385019
417,0.9669498524720533
418,1.4768061207242626
419,0.8967443309651079
420,1.8670296009770495
421,1.6859054046591524
422,0.6533120875615561
423,1.2311947353046795
424,1.0338491976985538
425,1.3594514320589752
426,0.15496086586018665
427,0.9411420444797916
428,1.0865272969424522
429,-0.3642489480465372
430,-0.11999025323869139
431,-0.592637729739572
432,0.24654707443266125
433,0.6933408243896635
434,1.0382311773757391
435,0.27586551423947037
436,1.0042944485810836
437,-0.5493703692924935
438,-0.760668803477733
439,0.013363114499485473
440,0.18318141517924977
441,-0.07516483291209948
442,-1.142357645444018
443,-0.2027442168277858
444,-0.8595711708591889
445,0.07886586334568618
446,-0.1206654857626229
447,-0.8211389464961192
448,-0.6544891417897829
449,-0.9725253916901003
450,-0.5185140610970954
451,-0.05264155135920873
452,-1.0647886782773357
453,-0.360185824565727
454,-0.91609111485247
455,-1.084524878389469
456,-0.7770099360215239
457,-1.2747138509385545
458,-1.0656229386490095
459,-1.4174712435996615
460,0.136142162283024
461,-0.854161624751871
462,-1.2450501218159746
463,-0.809353877319537
464,-0.9913739400399552
465,-1.062223259728965
466,-0.6588048042143578
467,-0.5988697761253712
468,-1.2521661319259132
469,-1.2816498304950001
470,-1.1356078765552182
471,-2.150889242875049
472,-1.7568715232359038
473,-0.3126885204762716
474,-0.16800166414651407
475,-1.1068877094066125
476,-0.6835199642159802
477,-0.8031731345760225
478,0.5960389224730646
479,-0.36585928355363717
480,-0.9695371577470071
481,-1.3610167307536112
482,-1.6619301627387157
483,-0.7302893565322863
484,-1.1814310993361044
485,-1.4836094127316075
486,-1.0630650271991566
487,-1.2459995528367585
488,0.17466099715826078
489,-0.1901022850623122
490,-0.5953438505234331
491,0.18965725910341913
492,-0.46921243656681294
493,-0.8948509941352367
494,0.3422011225616005
495,-0.1040097329417854
496,-0.8452582032679504
497,-0.37415841876015726
498,-0.6684548326197708
499,-0.8731257034717425
